"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","DECIMALS_DISPLAYED","UNIT","OVERLAP","COUNTRY_COVERAGE","TIME_COVERAGE","DOI","FULL_DESCRIPTION","AUTHOR","PUBLISHER","DEPARTMENT","CONTACT_POINT","TOPIC","TOPIC_DATASET","KEYWORDS","KEYWORDS_DATASET","LANGUAGE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","ACCESS_SHARING_LEVEL","ACCESS_SHARING_NOTES","SECURITY_CLASSIFICATION","SHORT_SOURCE_CITATION","FULL_SOURCE_CITATION","LICENSE","SUGGESTED_CITATION","KEY_INDICATOR","SERIES_NAME","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:NDGAIN(1.0.1)","VUT.VSI_NUM.A","OBS_VALUE","Vanuatu","Vulnerability score, Infrastructure","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.666465306","0.590072511","0.608692697","0.630473852","0.57939856","0.466075865","0.471755765","0.467714225","0.492973852","0.492973852"
"IMF.STA:NDGAIN(1.0.1)","AUT.VSD_NUM.A","OBS_VALUE","Austria","Vulnerability score, GDP-Adjusted (Delta)","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","-0.051473667","-0.045114196","-0.041076159","-0.034126106","-0.02313042","-0.032709814","-0.022524946","0.006797705","0.002286245","0.002286245"
"IMF.STA:NDGAIN(1.0.1)","BEN.VSD_NUM.A","OBS_VALUE","Benin","Vulnerability score, GDP-Adjusted (Delta)","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.093727317","0.103396596","0.101213598","0.102637699","0.098322292","0.093082498","0.096916042","0.090735175","0.092440377","0.092440377"
"IMF.STA:NDGAIN(1.0.1)","VEN.VSH_NUM.A","OBS_VALUE","Venezuela, República Bolivariana de","Vulnerability score, Habitat","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.582026666","0.587216204","0.593129831","0.600599678","0.599857825","0.597625184","0.59413083","0.590026399","0.588929292","0.588929292"
"IMF.STA:NDGAIN(1.0.1)","VNM.VSH_NUM.A","OBS_VALUE","Vietnam","Vulnerability score, Habitat","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.425011766","0.436450737","0.432872223","0.429006682","0.429200434","0.429152367","0.428938255","0.428535266","0.430079896","0.430079896"
"IMF.STA:NDGAIN(1.0.1)","SLV.VSD_NUM.A","OBS_VALUE","El Salvador","Vulnerability score, GDP-Adjusted (Delta)","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","-0.043610441","-0.040654154","-0.045249748","-0.044698706","-0.040357293","-0.044626917","-0.041505363","-0.033193461","-0.029553184","-0.029553184"
"IMF.STA:NDGAIN(1.0.1)","DZA.VSD_NUM.A","OBS_VALUE","Algeria","Vulnerability score, GDP-Adjusted (Delta)","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","-0.075754228","-0.076731083","-0.074661719","-0.072827033","-0.070065375","-0.096474361","-0.079986363","-0.078726013","-0.075965892","-0.075965892"
"IMF.STA:NDGAIN(1.0.1)","GMB.VSD_NUM.A","OBS_VALUE","Gambia, The","Vulnerability score, GDP-Adjusted (Delta)","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.055665085","0.052962489","0.051285929","0.05120849","0.043902851","0.019051205","0.043752527","0.047453604","0.042204823","0.042204823"
"IMF.STA:NDGAIN(1.0.1)","YEM.VSL_NUM.A","OBS_VALUE","Yemen, Republic of","Vulnerability score, Heath","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.697095553","0.721503767","0.712772656","0.729252156","0.747166952","0.773989002","0.771666831","0.781768446","0.781768446","0.781768446"
"IMF.STA:NDGAIN(1.0.1)","YEM.VSE_NUM.A","OBS_VALUE","Yemen, Republic of","Vulnerability score, Ecosystems","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.577882632","0.573056867","0.572212272","0.571367678","0.571009239","0.5706508","0.569497074","0.570949389","0.570949389","0.570949389"
"IMF.STA:NDGAIN(1.0.1)","YEM.RSS_NUM.A","OBS_VALUE","Yemen, Republic of","Readiness score, Social","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.239578099","0.240848604","0.240941091","0.23860161","0.236217943","0.233069673","0.230973514","0.231133669","0.231133669","0.231133669"
"IMF.STA:NDGAIN(1.0.1)","ZWE.NDGAIN_IX.A","OBS_VALUE","Zimbabwe","IMF-Adapted ND-GAIN Index","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.355392193","0.353192417","0.353378403","0.354203973","0.354622584","0.35131299","0.354545024","0.356700325","0.360779777","0.360579033"
"IMF.STA:NDGAIN(1.0.1)","BRN.VSD_NUM.A","OBS_VALUE","Brunei Darussalam","Vulnerability score, GDP-Adjusted (Delta)","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.09129473","0.07378994","0.087264001","0.095259427","0.107463993","0.110483976","0.131377905","0.142121426","0.152432809","0.152432809"
"IMF.STA:NDGAIN(1.0.1)","LCA.VSD_NUM.A","OBS_VALUE","St. Lucia","Vulnerability score, GDP-Adjusted (Delta)","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","-0.0950221","-0.088079619","-0.087081858","-0.085341151","-0.081251875","-0.069650446","-0.058372207","-0.046439655","-0.042586602","-0.042586602"
"IMF.STA:NDGAIN(1.0.1)","SWZ.VSD_NUM.A","OBS_VALUE","Eswatini, Kingdom of","Vulnerability score, GDP-Adjusted (Delta)","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.016177576","0.006149629","-0.005999068","-0.002268176","-0.006455117","-0.009847584","-0.00831206","-0.011904666","-0.011307796","-0.011307796"
"IMF.STA:NDGAIN(1.0.1)","JPN.VSD_NUM.A","OBS_VALUE","Japan","Vulnerability score, GDP-Adjusted (Delta)","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","-0.002878298","-0.00404571","-0.002623529","-0.002057022","-0.000149229","-0.000930263","0.003627433","0.011515387","0.017987219","0.017987219"
"IMF.STA:NDGAIN(1.0.1)","SVN.VSD_NUM.A","OBS_VALUE","Slovenia, Republic of","Vulnerability score, GDP-Adjusted (Delta)","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","-0.084886554","-0.080534865","-0.072896047","-0.066810194","-0.056366245","-0.060759865","-0.048337427","-0.032184855","-0.024996367","-0.024996367"
"IMF.STA:NDGAIN(1.0.1)","JAM.VSD_NUM.A","OBS_VALUE","Jamaica","Vulnerability score, GDP-Adjusted (Delta)","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","-0.034319588","-0.030370795","-0.031673411","-0.032874928","-0.033597353","-0.03748403","-0.036617931","-0.038816357","-0.036512356","-0.036512356"
"IMF.STA:NDGAIN(1.0.1)","LUX.VSD_NUM.A","OBS_VALUE","Luxembourg","Vulnerability score, GDP-Adjusted (Delta)","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.115434252","0.127787143","0.134909534","0.143655267","0.15685579","0.159833018","0.196672429","0.225666537","0.211533837","0.211533837"
"IMF.STA:NDGAIN(1.0.1)","MKD.VSD_NUM.A","OBS_VALUE","North Macedonia, Republic of","Vulnerability score, GDP-Adjusted (Delta)","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","-0.082219263","-0.076754681","-0.07306756","-0.065257092","-0.062999708","-0.063143699","-0.054217844","-0.051547052","-0.049849493","-0.049849493"
"IMF.STA:NDGAIN(1.0.1)","GBR.VSD_NUM.A","OBS_VALUE","United Kingdom","Vulnerability score, GDP-Adjusted (Delta)","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","-0.087172988","-0.083283543","-0.076839482","-0.073620375","-0.066101484","-0.0722338","-0.060886216","-0.040642672","-0.03929772","-0.03929772"
"IMF.STA:NDGAIN(1.0.1)","LBY.VSD_NUM.A","OBS_VALUE","Libya","Vulnerability score, GDP-Adjusted (Delta)","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","-0.0165445","-0.017325967","-0.016150467","-0.016713572","-0.027167548","-0.043187613","-0.037720336","-0.038806219","-0.036034324","-0.036034324"
"IMF.STA:NDGAIN(1.0.1)","PER.VSD_NUM.A","OBS_VALUE","Peru","Vulnerability score, GDP-Adjusted (Delta)","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","-0.039340765","-0.038150656","-0.0360439","-0.034415355","-0.037389811","-0.047137513","-0.037175471","-0.03488915","-0.033759223","-0.033759223"
"IMF.STA:NDGAIN(1.0.1)","HND.VSD_NUM.A","OBS_VALUE","Honduras","Vulnerability score, GDP-Adjusted (Delta)","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","-0.025848737","-0.024013463","-0.019409431","-0.026686215","-0.026333043","-0.025431523","-0.025458205","-0.025810425","-0.02530231","-0.02530231"
"IMF.STA:NDGAIN(1.0.1)","LBR.VSD_NUM.A","OBS_VALUE","Liberia","Vulnerability score, GDP-Adjusted (Delta)","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.078373975","0.078472447","0.075662746","0.073421881","0.069080738","0.057007495","0.057328557","0.053354208","0.05242613","0.05242613"
"IMF.STA:NDGAIN(1.0.1)","NAM.VSD_NUM.A","OBS_VALUE","Namibia","Vulnerability score, GDP-Adjusted (Delta)","Annual","Units","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Vulnerability; Adaptation; Readiness; Resilience","English","2026-07-10T18:00:56.194184600Z","2026-07-10T18:00:56.250519100Z","","","Public (Unrestricted)","","Public or Unrestricted","","ND-GAIN.https://gain.nd.edu/our-work/country-index/download-data/; Findex - The Global Findex Database 2021. https://www.worldbank.org/en/publication/globalfindex; Worldwide Governance Indicators. https://info.worldbank.org/governance/wgi/; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. IMF-Adapted ND-GAIN Index,  https://data.imf.org/en/datasets/IMF.STA:NDGAIN. Accessed on [current date].","","","0.017100399","0.010870904","-0.005534993","0.009147504","0.007585892","-0.003985972","-0.004045829","-0.006119923","-0.004972976","-0.004972976"
